"Zone","Anomaly Type","Address","Longitude","Latitude","Google Maps Link"
"FOREST","Built Area in Forest Zone","Mihango, Njiru, Nairobi, 55145, Kenya",36.9434012467442,-1.28319601811583,"<a href='https://www.google.com/maps?q=-1.28319601811583,36.9434012467442' target='_blank'>Open in Maps</a>"
